TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
14964,species,ducwoo1,Dusky-capped Woodcreeper,Lepidocolaptes fuscicapillus
14965,issf,linwoo5,Dusky-capped Woodcreeper (Rondonia),Lepidocolaptes fuscicapillus fuscicapillus
14966,issf,linwoo6,Dusky-capped Woodcreeper (Layard's),Lepidocolaptes fuscicapillus layardi
14967,spuh,lepido1,Lepidocolaptes sp.,Lepidocolaptes sp.
14968,spuh,woodcr1,woodcreeper sp.,Dendrocolaptinae sp.
14969,species,slbxen1,Slender-billed Xenops,Xenops tenuirostris
14973,species,plaxen2,Northern Plain-Xenops,Xenops mexicanus
14979,species,plaxen3,Amazonian Plain-Xenops,Xenops genibarbis
14985,species,plaxen4,Atlantic Plain-Xenops,Xenops minutus
14986,species,strxen1,Streaked Xenops,Xenops rutilans
14998,slash,y00738,Slender-billed/Streaked Xenops,Xenops tenuirostris/rutilans
14999,spuh,xenops1,xenops sp.,Xenops sp.
15000,species,potpal1,Point-tailed Palmcreeper,Berlepschia rikeri
15001,species,rutxen1,Rufous-tailed Xenops,Microxenops milleri
15002,species,whttre2,White-throated Treerunner,Pygarrhichas albogularis
15003,species,rocear1,Rock Earthcreeper,Ochetorhynchus andaecola
15004,species,stbear2,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus
15008,species,batear1,Band-tailed Earthcreeper,Ochetorhynchus phoenicurus
15009,species,crachi1,Crag Chilia,Ochetorhynchus melanurus
15012,species,buftuf1,Buffy Tuftedcheek,Pseudocolaptes lawrencii
15013,species,buftuf3,Pacific Tuftedcheek,Pseudocolaptes johnsoni
15014,species,strtuf1,Streaked Tuftedcheek,Pseudocolaptes boissonneautii
15025,species,ruwbar1,Rusty-winged Barbtail,Premnornis guttuliger
15028,species,bolear1,Bolivian Earthcreeper,Tarphonomus harterti
15029,species,chaear1,Chaco Earthcreeper,Tarphonomus certhioides
15033,species,wibhor1,Wing-banded Hornero,Furnarius figulus
15036,species,palhor4,Pacific Hornero,Furnarius cinnamomeus
15037,species,palhor5,Caribbean Hornero,Furnarius longirostris
15040,species,palhor3,Pale-legged Hornero,Furnarius leucopus
15045,species,pabhor2,Pale-billed Hornero,Furnarius torridus
15046,species,leshor1,Lesser Hornero,Furnarius minor
15047,species,rufhor2,Rufous Hornero,Furnarius rufus
15053,species,crehor1,Crested Hornero,Furnarius cristatus
15054,spuh,horner1,hornero sp.,Furnarius sp.
15055,species,shtstr1,Sharp-tailed Streamcreeper,Lochmias nematura
15062,species,wrlrus1,Wren-like Rushbird,Phleocryptes melanops
15067,species,cubree1,Curve-billed Reedhaunter,Limnornis curvirostris
15068,species,strear1,Striated Earthcreeper,Geocerthia serrana
15071,species,pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior
15072,species,sctear1,Scale-throated Earthcreeper,Upucerthia dumetaria
15076,slash,y01384,Patagonian Forest/Scale-throated Earthcreeper,Upucerthia saturatior/dumetaria
15077,species,whtear1,White-throated Earthcreeper,Upucerthia albigula
15078,species,bubear2,Buff-breasted Earthcreeper,Upucerthia validirostris
15079,issf,plbear1,Buff-breasted Earthcreeper (Plain-breasted),Upucerthia validirostris jelskii/saturata
15082,issf,bubear1,Buff-breasted Earthcreeper (Buff-breasted),Upucerthia validirostris validirostris
15083,spuh,upucer1,Upucerthia sp.,Upucerthia sp.
15084,species,lotcin1,Long-tailed Cinclodes,Cinclodes pabsti
15085,issf,lotcin2,Long-tailed Cinclodes (Cipo),Cinclodes pabsti espinhacensis
15086,issf,lotcin3,Long-tailed Cinclodes (Long-tailed),Cinclodes pabsti pabsti
15087,species,buwcin1,Buff-winged Cinclodes,Cinclodes fuscus
15088,species,blacin1,Blackish Cinclodes,Cinclodes antarcticus
15089,issf,blacin2,Blackish Cinclodes (Black),Cinclodes antarcticus maculirostris
15090,issf,blacin3,Blackish Cinclodes (Blackish),Cinclodes antarcticus antarcticus
15091,species,corcin1,Cordoba Cinclodes,Cinclodes comechingonus
15092,species,chwcin1,Chestnut-winged Cinclodes,Cinclodes albidiventris
15096,species,olrcin1,Olrog's Cinclodes,Cinclodes olrogi
15097,species,crwcin1,Cream-winged Cinclodes,Cinclodes albiventris
15103,spuh,bawcin1,bar-winged cinclodes sp.,Cinclodes albidiventris/albiventris/fuscus
15104,species,gyfcin1,Gray-flanked Cinclodes,Cinclodes oustaleti
15108,species,stbcin1,Stout-billed Cinclodes,Cinclodes excelsior
15111,species,roycin1,Royal Cinclodes,Cinclodes aricomae
15112,species,whbcin1,White-bellied Cinclodes,Cinclodes palliatus
15113,species,whwcin1,White-winged Cinclodes,Cinclodes atacamensis
15116,species,dabcin1,Dark-bellied Cinclodes,Cinclodes patagonicus
15119,species,surcin1,Surf Cinclodes,Cinclodes taczanowskii
15120,species,seacin1,Seaside Cinclodes,Cinclodes nigrofumosus
15121,spuh,cinclo1,cinclodes sp.,Cinclodes sp.
15122,species,ducfog1,Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis
15123,species,wcfgle1,White-collared Foliage-gleaner,Anabazenops fuscus
15124,species,grexen1,Great Xenops,Megaxenops parnaguae
15125,species,pabtre1,Pale-browed Treehunter,Cichlocolaptes leucophrus
15126,issf,pabtre2,Pale-browed Treehunter (Pale-tailed),Cichlocolaptes leucophrus leucophrus
15127,issf,pabtre3,Pale-browed Treehunter (Rufous-tailed),Cichlocolaptes leucophrus holti
15128,species,crytre1,Cryptic Treehunter,Cichlocolaptes mazarbarnetti
15129,species,shbtre1,Sharp-billed Treehunter,Heliobletus contaminatus
15132,form,bahtre1,Bahia Treehunter (undescribed form),Heliobletus [undescribed form]
15133,species,swfgle,Slaty-winged Foliage-gleaner,Neophilydor fuscipenne
15134,issf,slwfog1,Slaty-winged Foliage-gleaner (Dusky-winged),Neophilydor fuscipenne fuscipenne
15135,issf,slwfog2,Slaty-winged Foliage-gleaner (Rufous-backed),Neophilydor fuscipenne erythronotum
15136,species,rurfog1,Rufous-rumped Foliage-gleaner,Neophilydor erythrocercum
15142,species,alfgle1,Alagoas Foliage-gleaner,Philydor novaesi
15143,slash,y00969,Cryptic Treehunter/Alagoas Foliage-gleaner,Cichlocolaptes mazarbarnetti/Philydor novaesi
15144,species,bcfgle1,Black-capped Foliage-gleaner,Philydor atricapillus
15145,species,crfgle1,Cinnamon-rumped Foliage-gleaner,Philydor pyrrhodes
15146,spuh,philyd1,Philydor sp.,Philydor sp.
15147,species,stfgle1,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps
15148,issf,sctfog1,Scaly-throated Foliage-gleaner (Scaly-throated),Anabacerthia variegaticeps variegaticeps
15149,issf,sctfog2,Scaly-throated Foliage-gleaner (Spot-breasted),Anabacerthia variegaticeps temporalis
15150,species,mofgle1,Montane Foliage-gleaner,Anabacerthia striaticollis
15157,species,rutfog1,Rufous-tailed Foliage-gleaner,Anabacerthia ruficaudata
15160,species,whbfog1,White-browed Foliage-gleaner,Anabacerthia amaurotis
15161,species,obfgle2,Ochre-breasted Foliage-gleaner,Anabacerthia lichtensteini
15162,spuh,anabac1,Anabacerthia sp.,Anabacerthia sp.
15163,species,gufgle1,Guttulate Foliage-gleaner,Syndactyla guttulata
15166,species,lifgle1,Lineated Foliage-gleaner,Syndactyla subalaris
15174,species,bbfgle1,Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata
15180,species,rnfgle1,Rufous-necked Foliage-gleaner,Syndactyla ruficollis
15183,species,rumfog1,Russet-mantled Foliage-gleaner,Syndactyla dimidiata
15184,species,wtfgle1,White-throated Foliage-gleaner,Syndactyla roraimae
15189,species,perrec1,Peruvian Recurvebill,Syndactyla ucayalae
15190,species,bolrec1,Bolivian Recurvebill,Syndactyla striata
15191,spuh,syndac1,Syndactyla sp.,Syndactyla sp.
15192,species,chwhoo1,Chestnut-winged Hookbill,Ancistrops strigilatus
15195,species,bffgle,Buff-fronted Foliage-gleaner,Dendroma rufa
15203,species,chwfog1,Chestnut-winged Foliage-gleaner,Dendroma erythroptera
15206,species,ccfgle1,Chestnut-capped Foliage-gleaner,Clibanornis rectirostris
15207,species,cangro1,Canebrake Groundcreeper,Clibanornis dendrocolaptoides
15208,species,hhfgle1,Henna-hooded Foliage-gleaner,Clibanornis erythrocephalus
15211,species,rufgle1,Ruddy Foliage-gleaner,Clibanornis rubiginosus
15212,issf,rudfog1,Ruddy Foliage-gleaner (Rusty),Clibanornis rubiginosus [rubiginosus Group]
15218,issf,rudfog2,Ruddy Foliage-gleaner (Black-tailed),Clibanornis rubiginosus [nigricauda Group]
15222,issf,rudfog3,Ruddy Foliage-gleaner (Cinnamon-throated),Clibanornis rubiginosus cinnamomeigula
15223,issf,rudfog4,Ruddy Foliage-gleaner (Dusky),Clibanornis rubiginosus [obscurus Group]
15229,issf,rudfog5,Ruddy Foliage-gleaner (Watkins's),Clibanornis rubiginosus watkinsi
15230,species,samfog1,Santa Marta Foliage-gleaner,Clibanornis rufipectus
15231,species,unitre1,Uniform Treehunter,Thripadectes ignobilis
15232,species,flatre1,Flammulated Treehunter,Thripadectes flammulatus
15235,species,rubtre1,Rufous-backed Treehunter,Thripadectes scrutator
15236,species,strtre1,Striped Treehunter,Thripadectes holostictus
15240,species,stctre1,Streak-capped Treehunter,Thripadectes virgaticeps
15247,species,stbtre1,Streak-breasted Treehunter,Thripadectes rufobrunneus
15248,species,blbtre1,Black-billed Treehunter,Thripadectes melanorhynchus
15251,species,ccfgle2,Chestnut-crowned Foliage-gleaner,Automolus rufipileatus
15254,species,brfgle1,Brown-rumped Foliage-gleaner,Automolus melanopezus
15255,species,butfog9,Fawn-throated Foliage-gleaner,Automolus cervinigularis
15256,issf,butfog1,Fawn-throated Foliage-gleaner (Mexican),Automolus cervinigularis cervinigularis
15257,issf,butfog3,Fawn-throated Foliage-gleaner (hypophaeus),Automolus cervinigularis hypophaeus
15258,species,butfog4,Chiriqui Foliage-gleaner,Automolus exsertus
15259,species,btfgle1,Ochre-throated Foliage-gleaner,Automolus ochrolaemus
15260,issf,butfog5,Ochre-throated Foliage-gleaner (pallidigularis),Automolus ochrolaemus pallidigularis
15261,issf,butfog6,Ochre-throated Foliage-gleaner (turdinus),Automolus ochrolaemus turdinus
15262,issf,butfog7,Ochre-throated Foliage-gleaner (ochrolaemus),Automolus ochrolaemus ochrolaemus
15263,issf,butfog8,Ochre-throated Foliage-gleaner (auricularis),Automolus ochrolaemus auricularis
15264,slash,y01220,Fawn-throated/Ochre-throated Foliage-gleaner,Automolus cervinigularis/ochrolaemus
15265,species,strwoo5,Western Woodhaunter,Automolus virgatus
15270,species,strwoo4,Eastern Woodhaunter,Automolus subulatus
15273,species,obfgle3,Olive-backed Foliage-gleaner,Automolus infuscatus
15274,issf,olbfog2,Olive-backed Foliage-gleaner (Olive-capped),Automolus infuscatus cervicalis/badius
15277,issf,olbfog1,Olive-backed Foliage-gleaner (Olive-backed),Automolus infuscatus infuscatus/purusianus
15280,species,parfog1,Para Foliage-gleaner,Automolus paraensis
15281,species,perfog1,Pernambuco Foliage-gleaner,Automolus lammi
15282,species,wefgle1,White-eyed Foliage-gleaner,Automolus leucophthalmus
15285,spuh,automo1,Automolus sp.,Automolus sp.
15286,spuh,foliag1,foliage-gleaner sp.,Furnariidae sp. (foliage-gleaner sp.)
15287,species,spobar1,Spotted Barbtail,Premnoplex brunnescens
15296,species,whtbar1,White-throated Barbtail,Premnoplex tatei
15297,issf,whtbar2,White-throated Barbtail (White-throated),Premnoplex tatei tatei
15298,issf,whtbar3,White-throated Barbtail (Paria),Premnoplex tatei pariae
15299,species,beatre1,Beautiful Treerunner,Margarornis bellulus
15300,species,rudtre1,Ruddy Treerunner,Margarornis rubiginosus
15303,species,fudtre1,Fulvous-dotted Treerunner,Margarornis stellatus
15304,species,peatre1,Pearled Treerunner,Margarornis squamiger
15308,species,thtray1,Thorn-tailed Rayadito,Aphrastura spinicauda
15313,species,masray1,Masafuera Rayadito,Aphrastura masafuerae
15314,species,demwir1,Des Murs's Wiretail,Sylviorthorhynchus desmursii
15315,species,tatspi1,Tawny Tit-Spinetail,Sylviorthorhynchus yanacensis
15316,species,bctspi1,Brown-capped Tit-Spinetail,Leptasthenura fuliginiceps
15319,species,tutspi1,Tufted Tit-Spinetail,Leptasthenura platensis
15320,species,pmtspi1,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides
15321,issf,plmtis3,Plain-mantled Tit-Spinetail (grisescens),Leptasthenura aegithaloides grisescens
15322,issf,plmtis2,Plain-mantled Tit-Spinetail (berlepschi),Leptasthenura aegithaloides berlepschi
15323,issf,plmtis1,Plain-mantled Tit-Spinetail (aegithaloides),Leptasthenura aegithaloides aegithaloides
15324,issf,plmtis4,Plain-mantled Tit-Spinetail (pallida),Leptasthenura aegithaloides pallida
15325,species,sttspi2,Striolated Tit-Spinetail,Leptasthenura striolata
15326,species,rctspi1,Rusty-crowned Tit-Spinetail,Leptasthenura pileata
15330,species,wbtspi1,White-browed Tit-Spinetail,Leptasthenura xenothorax
15331,species,sttspi1,Streaked Tit-Spinetail,Leptasthenura striata
15332,issf,strtis4,Streaked Tit-Spinetail (Streak-throated),Leptasthenura striata striata/superciliaris
15335,issf,strtis2,Streaked Tit-Spinetail (White-throated),Leptasthenura striata albigularis
15336,species,antspi1,Andean Tit-Spinetail,Leptasthenura andicola
15342,species,artspi1,Araucaria Tit-Spinetail,Leptasthenura setaria
15343,spuh,titspi1,tit-spinetail sp.,Leptasthenura sp.
15344,species,ruftho3,Plain Thornbird,Phacellodomus inornatus
15347,species,ruftho1,Rufous-fronted Thornbird,Phacellodomus rufifrons
15348,issf,ruftho2,Rufous-fronted Thornbird (Rufous-fronted),Phacellodomus rufifrons [rufifrons Group]
15352,issf,ruftho7,Rufous-fronted Thornbird (Rufous-winged),Phacellodomus rufifrons specularis
15353,form,mantho1,Mantaro Thornbird (undescribed form),Phacellodomus [undescribed form]
15354,species,stftho1,Streak-fronted Thornbird,Phacellodomus striaticeps
15357,species,littho1,Little Thornbird,Phacellodomus sibilatrix
15358,species,chbtho1,Chestnut-backed Thornbird,Phacellodomus dorsalis
15359,species,spbtho1,Spot-breasted Thornbird,Phacellodomus maculipectus
15360,species,frbtho1,Freckle-breasted Thornbird,Phacellodomus striaticollis
15361,species,gretho2,Greater Thornbird,Phacellodomus ruber
15362,species,oretho1,Orange-eyed Thornbird,Phacellodomus erythrophthalmus
15363,species,orbtho1,Orange-breasted Thornbird,Phacellodomus ferrugineigula
15364,slash,reetho1,Orange-eyed/Orange-breasted Thornbird,Phacellodomus erythrophthalmus/ferrugineigula
15365,spuh,thornb2,thornbird sp.,Phacellodomus sp.
15366,species,whbspi2,White-browed Spinetail,Hellmayrea gularis
15367,issf,whbspi3,White-browed Spinetail (gularis),Hellmayrea gularis gularis
15368,issf,whbspi4,White-browed Spinetail (brunneidorsalis),Hellmayrea gularis brunneidorsalis
15369,issf,whbspi5,White-browed Spinetail (cinereiventris),Hellmayrea gularis cinereiventris
15370,issf,whbspi6,White-browed Spinetail (rufiventris),Hellmayrea gularis rufiventris
15371,species,firgat1,Firewood-gatherer,Anumbius annumbi
15372,species,lalbru1,Lark-like Brushrunner,Coryphistera alaudina
15375,species,patcan1,Pale-tailed Canastero,Asthenes huancavelicae
15376,form,patcan3,Pale-tailed Canastero (Santa Valley),Asthenes huancavelicae [undescribed Ancash form]
15377,issf,crbcan5,Pale-tailed Canastero (Huancavelica),Asthenes huancavelicae huancavelicae
15378,issf,crbcan3,Pale-tailed Canastero (Pale-tailed),Asthenes huancavelicae usheri
15379,species,crbcan4,Dark-winged Canastero,Asthenes arequipae
15380,form,dawcan1,Dark-winged Canastero (Ayacucho),Asthenes arequipae [undescribed Ayacucho form]
15381,form,dawcan2,Dark-winged Canastero (Southern),Asthenes arequipae [Southern form]
15382,species,crbcan2,Rusty-vented Canastero,Asthenes dorbignyi
15385,species,bercan1,Berlepsch's Canastero,Asthenes berlepschi
15386,species,shbcan1,Short-billed Canastero,Asthenes baeri
15389,species,cipcan1,Cipo Canastero,Asthenes luizae
15390,species,hudcan1,Hudson's Canastero,Asthenes hudsoni
15391,species,auscan1,Austral Canastero,Asthenes anthoides
15392,species,lifcan1,Line-fronted Canastero,Asthenes urubambensis
15395,species,mascan1,Many-striped Canastero,Asthenes flammulata
15401,species,juncan1,Junin Canastero,Asthenes virgata
15402,species,sctcan1,Scribble-tailed Canastero,Asthenes maculicauda
15403,species,stbcan9,Streak-backed Canastero,Asthenes wyatti
15404,issf,stbcan1,Streak-backed Canastero (Streak-backed),Asthenes wyatti [wyatti Group]
15412,issf,puncan1,Streak-backed Canastero (Puna),Asthenes wyatti [sclateri Group]
15418,species,sttcan1,Streak-throated Canastero,Asthenes humilis
15422,species,corcan1,Cordilleran Canastero,Asthenes modesta
15430,species,itaspi1,Itatiaia Spinetail,Asthenes moreirae
15431,species,shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca
15436,species,bltthi1,Black-throated Thistletail,Asthenes harterti
15439,species,punthi1,Puna Thistletail,Asthenes helleri
15440,species,vilthi3,Ayacucho Thistletail,Asthenes ayacuchensis
15441,species,vilthi2,Vilcabamba Thistletail,Asthenes vilcabambae
15442,species,cancan1,Canyon Canastero,Asthenes pudibunda
15446,species,rufcan1,Rusty-fronted Canastero,Asthenes ottonis
15447,species,maqcan1,Maquis Canastero,Asthenes heterura
15448,species,eyrthi1,Eye-ringed Thistletail,Asthenes palpebralis
15449,species,ocbthi1,Ochre-browed Thistletail,Asthenes coryi
15450,species,perthi1,Perija Thistletail,Asthenes perijana
15451,species,whcthi1,White-chinned Thistletail,Asthenes fuliginosa
15452,issf,whcthi2,White-chinned Thistletail (fumigata),Asthenes fuliginosa fumigata
15453,issf,whcthi3,White-chinned Thistletail (fuliginosa),Asthenes fuliginosa fuliginosa
15454,issf,whcthi6,White-chinned Thistletail (peruviana/plengei),Asthenes fuliginosa peruviana/plengei
15457,species,mocthi1,Mouse-colored Thistletail,Asthenes griseomurina
15458,spuh,canast1,canastero sp.,Asthenes sp.
15459,species,pilgra1,Pink-legged Graveteiro,Acrobatornis fonsecai
15460,species,orfplu2,Orange-fronted Plushcrown,Metopothrix aurantiaca
15461,species,dobgra1,Double-banded Graytail,Xenerpestes minlosi
15464,species,equgra1,Equatorial Graytail,Xenerpestes singularis
15465,species,spepri1,Spectacled Prickletail,Siptornis striaticollis
15468,species,rorbar1,Roraiman Barbtail,Roraimia adusta
15472,species,spespi1,Speckled Spinetail,Thripophaga gutturata
15473,species,strsof1,Striated Softtail,Thripophaga macroura
15474,species,orisof1,Orinoco Softtail,Thripophaga cherriei
15475,species,deasof1,Delta Amacuro Softtail,Thripophaga amacurensis
15476,species,plasof1,Plain Softtail,Thripophaga fusciceps
15477,issf,plasof2,Plain Softtail (dimorpha),Thripophaga fusciceps dimorpha
15478,issf,plasof4,Plain Softtail (obidensis),Thripophaga fusciceps obidensis
15479,issf,plasof3,Plain Softtail (fusciceps),Thripophaga fusciceps fusciceps
15480,spuh,softta1,softtail sp.,Thripophaga sp.
15481,species,stbree2,Straight-billed Reedhaunter,Limnoctites rectirostris
15482,slash,y00686,Curve-billed/Straight-billed Reedhaunter,Limnornis curvirostris/Limnoctites rectirostris
15483,species,sutspi1,Sulphur-bearded Reedhaunter,Limnoctites sulphuriferus
15484,species,rumsof1,Russet-mantled Softtail,Cranioleuca berlepschi
15485,species,marspi1,Vilcabamba Spinetail,Cranioleuca weskei
15486,species,marspi4,Marcapata Spinetail,Cranioleuca marcapatae
15487,species,licspi1,Light-crowned Spinetail,Cranioleuca albiceps
15488,issf,licspi3,Light-crowned Spinetail (White-crowned),Cranioleuca albiceps albiceps
15489,issf,licspi4,Light-crowned Spinetail (Buffy-crowned),Cranioleuca albiceps discolor
15490,species,rubspi4,Rusty-backed Spinetail,Cranioleuca vulpina
15495,species,rubspi5,Coiba Spinetail,Cranioleuca dissita
15496,species,parspi1,Parker's Spinetail,Cranioleuca vulpecula
15497,species,crespi1,Crested Spinetail,Cranioleuca subcristata
15500,species,stcspi2,Stripe-crowned Spinetail,Cranioleuca pyrrhophia
15504,species,bolspi1,Bolivian Spinetail,Cranioleuca henricae
15505,species,olispi1,Olive Spinetail,Cranioleuca obsoleta
15506,hybrid,x00740,Stripe-crowned x Olive Spinetail (hybrid),Cranioleuca pyrrhophia x obsoleta
15507,species,palspi1,Pallid Spinetail,Cranioleuca pallida
15508,species,gyhspi1,Gray-headed Spinetail,Cranioleuca semicinerea
15511,species,crcspi1,Creamy-crested Spinetail,Cranioleuca albicapilla
15514,species,refspi1,Red-faced Spinetail,Cranioleuca erythrops
15518,species,tepspi1,Tepui Spinetail,Cranioleuca demissa
15521,species,stcspi1,Streak-capped Spinetail,Cranioleuca hellmayri
15522,species,asbspi1,Ash-browed Spinetail,Cranioleuca curtata
15526,species,licspi5,Line-cheeked Spinetail,Cranioleuca antisiensis
15527,issf,licspi2,Line-cheeked Spinetail (Line-cheeked),Cranioleuca antisiensis antisiensis/palamblae
15530,issf,barspi1,Line-cheeked Spinetail (Baron's),Cranioleuca antisiensis [baroni Group]
15534,species,scaspi1,Scaled Spinetail,Cranioleuca muelleri
15535,spuh,cranio1,Cranioleuca sp.,Cranioleuca sp.
15536,species,dutcan1,Dusky-tailed Canastero,Pseudasthenes humicola
15540,species,patcan2,Patagonian Canastero,Pseudasthenes patagonica
15541,species,stecan1,Steinbach's Canastero,Pseudasthenes steinbachi
15542,species,caccan1,Cactus Canastero,Pseudasthenes cactorum
15545,species,bcwspi1,Bay-capped Wren-Spinetail,Spartonoica maluroides
15546,species,caacac1,Caatinga Cacholote,Pseudoseisura cristata
15547,species,rufcac2,Rufous Cacholote,Pseudoseisura unirufa
15548,species,brncac1,Brown Cacholote,Pseudoseisura lophotes
15551,species,whtcac2,White-throated Cacholote,Pseudoseisura gutturalis
15554,species,yecspi2,Yellow-chinned Spinetail,Certhiaxis cinnamomeus
15563,species,rawspi2,Red-and-white Spinetail,Certhiaxis mustelinus
15564,slash,y00970,Yellow-chinned/Red-and-white Spinetail,Certhiaxis cinnamomeus/mustelinus
15565,form,arrspi1,Tocantins Spinetail (undescribed form),Certhiaxis [undescribed form]
15566,species,whbspi1,White-bellied Spinetail,Mazaria propinqua
15567,species,chospi2,Chotoy Spinetail,Schoeniophylax phryganophilus
15570,species,occspi1,Ochre-cheeked Spinetail,Synallaxis scutata
15574,species,gybspi1,Gray-bellied Spinetail,Synallaxis cinerascens
15575,species,plcspi1,Plain-crowned Spinetail,Synallaxis gujanensis
15582,species,whlspi1,White-lored Spinetail,Synallaxis albilora
15583,species,whlspi3,Araguaia Spinetail,Synallaxis simoni
15584,species,marspi3,Marañon Spinetail,Synallaxis maranonica
15585,species,grespi2,Great Spinetail,Synallaxis hypochondriaca
15586,species,necspi1,Necklaced Spinetail,Synallaxis stictothorax
15589,form,necspi4,Necklaced Spinetail (La Libertad),Synallaxis stictothorax [undescribed La Libertad form]
15590,species,necspi3,Chinchipe Spinetail,Synallaxis chinchipensis
15591,species,rubspi3,Russet-bellied Spinetail,Synallaxis zimmeri
15592,species,slaspi1,Slaty Spinetail,Synallaxis brachyura
15597,species,sitspi1,Silvery-throated Spinetail,Synallaxis subpudica
15598,species,resspi2,Red-shouldered Spinetail,Synallaxis hellmayri
15599,species,rucspi1,Rufous-capped Spinetail,Synallaxis ruficapilla
15600,species,bahspi1,Bahia Spinetail,Synallaxis cinerea
15601,species,pinspi1,Pinto's Spinetail,Synallaxis infuscata
15602,form,amaspi1,Amazonian Spinetail (undescribed form),Synallaxis [undescribed Amazonian form]
15603,species,dusspi1,Dusky Spinetail,Synallaxis moesta
15607,species,mccspi1,McConnell's Spinetail,Synallaxis macconnelli
15608,species,cabspi1,Cabanis's Spinetail,Synallaxis cabanisi
15611,species,cibspi1,Cinereous-breasted Spinetail,Synallaxis hypospodia
15612,species,spispi1,Spix's Spinetail,Synallaxis spixi
15613,species,dabspi1,Dark-breasted Spinetail,Synallaxis albigularis
15616,species,riospi1,Rio Orinoco Spinetail,Synallaxis beverlyae
15617,species,pabspi1,Pale-breasted Spinetail,Synallaxis albescens
15618,issf,pabspi15,Pale-breasted Spinetail (Pale-breasted),Synallaxis albescens [albescens Group]
15631,issf,pabspi14,Pale-breasted Spinetail (Austral),Synallaxis albescens australis
15632,species,sofspi1,Sooty-fronted Spinetail,Synallaxis frontalis
15635,species,azaspi1,Azara's Spinetail,Synallaxis azarae
15645,form,manspi1,Mantaro Spinetail (undescribed form),Synallaxis [undescribed Mantaro form]
15646,species,apuspi1,Apurimac Spinetail,Synallaxis courseni
15647,slash,y00700,Azara's/Apurimac Spinetail,Synallaxis azarae/courseni
15648,species,hotspi1,Hoary-throated Spinetail,Synallaxis kollari
15649,species,rubspi2,Rufous-breasted Spinetail,Synallaxis erythrothorax
15652,species,whwspi1,White-whiskered Spinetail,Synallaxis candei
15656,species,blhspi1,Blackish-headed Spinetail,Synallaxis tithys
15657,species,ruhspi1,Rusty-headed Spinetail,Synallaxis fuscorufa
15658,species,rufspi1,Rufous Spinetail,Synallaxis unirufa
15659,issf,rufspi2,Rufous Spinetail (unirufa),Synallaxis unirufa unirufa
15660,issf,rufspi3,Rufous Spinetail (munoztebari),Synallaxis unirufa munoztebari
15661,issf,rufspi4,Rufous Spinetail (meridana),Synallaxis unirufa meridana
15662,issf,rufspi5,Rufous Spinetail (ochrogaster),Synallaxis unirufa ochrogaster
15663,species,bltspi1,Black-throated Spinetail,Synallaxis castanea
15664,species,stbspi1,Stripe-breasted Spinetail,Synallaxis cinnamomea
15672,species,rudspi1,Ruddy Spinetail,Synallaxis rutilans
15673,issf,rudspi9,Ruddy Spinetail (Ruddy),Synallaxis rutilans [rutilans Group]
15680,issf,rudspi7,Ruddy Spinetail (Sooty),Synallaxis rutilans omissa
15681,species,chtspi1,Chestnut-throated Spinetail,Synallaxis cherriei
15684,spuh,synall1,Synallaxis sp.,Synallaxis sp.
15685,spuh,spinet1,spinetail sp.,Furnariidae sp. (spinetail sp.)
15686,spuh,furnar1,furnariid sp.,Furnariidae sp.
15688,species,dwtman1,Dwarf Tyrant-Manakin,Tyranneutes stolzmanni
15689,species,titman1,Tiny Tyrant-Manakin,Tyranneutes virescens
15690,species,pbtman1,Pale-bellied Tyrant-Manakin,Neopelma pallescens
15691,species,sctman1,Saffron-crested Tyrant-Manakin,Neopelma chrysocephalum
15692,species,witman1,Wied's Tyrant-Manakin,Neopelma aurifrons
15693,species,sbtman1,Sulphur-bellied Tyrant-Manakin,Neopelma sulphureiventer
15694,species,sdmman1,Serra do Mar Tyrant-Manakin,Protopelma chrysolophum
15695,species,yehman2,Yellow-headed Manakin,Chloropipo flavicapilla
15696,species,jetman2,Jet Manakin,Chloropipo unicolor
15697,species,araman1,Araripe Manakin,Chiroxiphia bokermanni
15698,species,helman1,Helmeted Manakin,Chiroxiphia galeata
15699,species,latman1,Lance-tailed Manakin,Chiroxiphia lanceolata
15700,species,lotman1,Long-tailed Manakin,Chiroxiphia linearis
15701,species,blbman1,Blue-backed Manakin,Chiroxiphia pareola
15702,issf,bubman2,Blue-backed Manakin (pareola/atlantica),Chiroxiphia pareola pareola/atlantica
15705,issf,bubman1,Blue-backed Manakin (napensis),Chiroxiphia pareola napensis
15706,issf,bubman3,Blue-backed Manakin (regina),Chiroxiphia pareola regina
15707,hybrid,x01090,Helmeted x Blue-backed Manakin (hybrid),Chiroxiphia galeata x pareola
15708,species,yunman1,Yungas Manakin,Chiroxiphia boliviana
15709,species,swtman1,Swallow-tailed Manakin,Chiroxiphia caudata
15710,hybrid,x00960,Helmeted x Swallow-tailed Manakin (hybrid),Chiroxiphia galeata x caudata
15711,species,pitman1,Pin-tailed Manakin,Ilicura militaris
