TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
15712,species,gowman1,Golden-winged Manakin,Masius chrysopterus
15718,species,whrman1,White-ruffed Manakin,Corapipo altera
15721,species,whbman2,White-bibbed Manakin,Corapipo leucorrhoa
15722,species,whtman1,White-throated Manakin,Corapipo gutturalis
15723,species,oliman2,Olive Manakin,Xenopipo uniformis
15726,species,blaman1,Black Manakin,Xenopipo atronitens
15727,species,grnman1,Choco Manakin,Cryptopipo litae
15730,species,greman2,Green Manakin,Cryptopipo holochlora
15733,species,bucman1,Velvety Manakin,Lepidothrix velutina
15736,species,blcman1,Blue-capped Manakin,Lepidothrix coronata
15737,issf,bucman2,Blue-capped Manakin (Blue-capped),Lepidothrix coronata [coronata Group]
15741,issf,bucman3,Blue-capped Manakin (Exquisite),Lepidothrix coronata [exquisita Group]
15745,species,sncman1,Snow-capped Manakin,Lepidothrix nattereri
15748,species,gocman2,Golden-crowned Manakin,Lepidothrix vilasboasi
15749,species,opcman1,Opal-crowned Manakin,Lepidothrix iris
15752,species,orbman1,Orange-bellied Manakin,Lepidothrix suavissima
15753,species,whfman1,White-fronted Manakin,Lepidothrix serena
15754,slash,y00886,Orange-bellied/White-fronted Manakin,Lepidothrix suavissima/serena
15755,species,blrman1,Blue-rumped Manakin,Lepidothrix isidorei
15758,species,cecman1,Cerulean-capped Manakin,Lepidothrix coeruleocapilla
15759,spuh,lepido2,Lepidothrix sp.,Lepidothrix sp.
15760,species,orcman3,Orange-crowned Manakin,Heterocercus aurantiivertex
15761,species,yecman2,Yellow-crowned Manakin,Heterocercus flavivertex
15762,species,flcman2,Flame-crowned Manakin,Heterocercus linteatus
15763,spuh,hetero1,Heterocercus sp.,Heterocercus sp.
15764,species,whcman1,White-collared Manakin,Manacus candei
15765,species,orcman1,Orange-collared Manakin,Manacus aurantiacus
15766,species,gocman1,Golden-collared Manakin,Manacus vitellinus
15771,hybrid,x00811,White-collared x Golden-collared Manakin (hybrid),Manacus candei x vitellinus
15772,species,whbman1,White-bearded Manakin,Manacus manacus
15788,hybrid,x01166,Golden-collared x White-bearded Manakin (hybrid),Manacus vitellinus x manacus
15789,slash,y01327,Golden-collared/White-bearded Manakin,Manacus vitellinus/manacus
15790,species,crhman1,Crimson-hooded Manakin,Pipra aureola
15795,species,witman2,Wire-tailed Manakin,Pipra filicauda
15798,species,batman1,Band-tailed Manakin,Pipra fasciicauda
15804,species,clwman1,Club-winged Manakin,Machaeropterus deliciosus
15805,species,strman5,Striolated Manakin,Machaeropterus striolatus
15806,issf,strman3,Striolated Manakin (Striolated),Machaeropterus striolatus [striolatus Group]
15811,issf,strman4,Striolated Manakin (aureopectus),Machaeropterus striolatus aureopectus
15812,species,paiman1,Painted Manakin,Machaeropterus eckelberryi
15813,slash,y01121,Striolated/Painted Manakin,Machaeropterus striolatus/eckelberryi
15814,species,strman2,Kinglet Manakin,Machaeropterus regulus
15815,species,ficman1,Fiery-capped Manakin,Machaeropterus pyrocephalus
15818,species,whcman2,White-crowned Manakin,Pseudopipra pipra
15819,issf,whcman3,White-crowned Manakin (Zeledon's),Pseudopipra pipra anthracina
15820,issf,whcman7,White-crowned Manakin (Choco),Pseudopipra pipra minima
15821,issf,whcman17,White-crowned Manakin (Colombian),Pseudopipra pipra unica/bolivari
15824,issf,whcman6,White-crowned Manakin (Foothills),Pseudopipra pipra coracina
15825,issf,whcman18,White-crowned Manakin (Subtropical),Pseudopipra pipra comata/occulta
15828,issf,whcman9,White-crowned Manakin (Guianan),Pseudopipra pipra pipra
15829,issf,whcman19,White-crowned Manakin (Amazonian),Pseudopipra pipra [microlopha Group]
15834,issf,whcman16,White-crowned Manakin (Atlantic),Pseudopipra pipra cephaleucos
15835,species,schman1,Scarlet-horned Manakin,Ceratopipra cornuta
15836,species,recman1,Red-capped Manakin,Ceratopipra mentalis
15840,species,gohman1,Golden-headed Manakin,Ceratopipra erythrocephala
15843,species,rehman1,Red-headed Manakin,Ceratopipra rubrocapilla
15844,species,rotman1,Round-tailed Manakin,Ceratopipra chloromeros
15845,spuh,manaki1,manakin sp.,Pipridae sp.
15847,species,hoober2,Hooded Berryeater,Carpornis cucullata
15848,species,bkhber1,Black-headed Berryeater,Carpornis melanocephala
15849,species,gabfru1,Green-and-black Fruiteater,Pipreola riefferii
15850,issf,gabfru4,Green-and-black Fruiteater (Green-and-black),Pipreola riefferii [riefferii Group]
15855,issf,gabfru3,Green-and-black Fruiteater (Sira),Pipreola riefferii tallmanorum
15856,species,batfru1,Band-tailed Fruiteater,Pipreola intermedia
15857,issf,batfru2,Band-tailed Fruiteater (intermedia),Pipreola intermedia intermedia
15858,issf,batfru3,Band-tailed Fruiteater (signata),Pipreola intermedia signata
15859,species,barfru1,Barred Fruiteater,Pipreola arcuata
15862,species,gobfru1,Golden-breasted Fruiteater,Pipreola aureopectus
15866,species,orbfru1,Orange-breasted Fruiteater,Pipreola jucunda
15867,species,blcfru1,Black-chested Fruiteater,Pipreola lubomirskii
15868,species,masfru1,Masked Fruiteater,Pipreola pulchra
15869,species,scbfru1,Scarlet-breasted Fruiteater,Pipreola frontalis
15870,issf,scbfru2,Scarlet-breasted Fruiteater (squamipectus),Pipreola frontalis squamipectus
15871,issf,scbfru3,Scarlet-breasted Fruiteater (frontalis),Pipreola frontalis frontalis
15872,species,fitfru1,Fiery-throated Fruiteater,Pipreola chlorolepidota
15873,species,hanfru1,Handsome Fruiteater,Pipreola formosa
15877,species,rebfru1,Red-banded Fruiteater,Pipreola whitelyi
15880,spuh,pipreo1,Pipreola sp.,Pipreola sp.
15881,species,scafru1,Scaled Fruiteater,Ampelioides tschudii
15882,species,whccot1,White-cheeked Cotinga,Zaratornis stresemanni
15883,species,perpla1,Peruvian Plantcutter,Phytotoma raimondii
15884,species,whtpla1,White-tipped Plantcutter,Phytotoma rutila
15887,species,rutpla1,Rufous-tailed Plantcutter,Phytotoma rara
15888,species,swtcot1,Swallow-tailed Cotinga,Phibalura flavirostris
15889,issf,swtcot2,Swallow-tailed Cotinga (Palkachupa),Phibalura flavirostris boliviana
15890,issf,swtcot3,Swallow-tailed Cotinga (Swallow-tailed),Phibalura flavirostris flavirostris
15891,species,chbcot1,Chestnut-bellied Cotinga,Doliornis remseni
15892,species,bavcot1,Bay-vented Cotinga,Doliornis sclateri
15893,species,reccot1,Red-crested Cotinga,Ampelion rubrocristatus
15894,species,chccot1,Chestnut-crested Cotinga,Ampelion rufaxilla
15897,species,gurcot1,Guianan Red-Cotinga,Phoenicircus carnifex
15898,species,bnrcot1,Black-necked Red-Cotinga,Phoenicircus nigricollis
15899,species,gcoroc1,Guianan Cock-of-the-rock,Rupicola rupicola
15900,species,andcot1,Andean Cock-of-the-rock,Rupicola peruvianus
15905,species,gytpih1,Gray-tailed Piha,Snowornis subalaris
15906,species,olipih2,Olivaceous Piha,Snowornis cryptolophus
15909,species,crifru1,Crimson Fruitcrow,Haematoderus militaris
15910,species,putfru1,Purple-throated Fruitcrow,Querula purpurata
15911,species,rerfru1,Red-ruffed Fruitcrow,Pyroderus scutatus
15917,species,banumb1,Bare-necked Umbrellabird,Cephalopterus glabricollis
15918,species,amaumb1,Amazonian Umbrellabird,Cephalopterus ornatus
15919,species,lowumb1,Long-wattled Umbrellabird,Cephalopterus penduliger
15920,species,capuch1,Capuchinbird,Perissocephalus tricolor
15921,species,lovcot1,Lovely Cotinga,Cotinga amabilis
15922,species,turcot1,Turquoise Cotinga,Cotinga ridgwayi
15923,species,blucot1,Blue Cotinga,Cotinga nattererii
15924,species,pltcot1,Plum-throated Cotinga,Cotinga maynana
15925,species,pubcot1,Purple-breasted Cotinga,Cotinga cotinga
15926,species,bancot1,Banded Cotinga,Cotinga maculata
15927,species,spacot1,Spangled Cotinga,Cotinga cayana
15928,spuh,blucot2,blue cotinga sp.,Cotinga sp.
15929,species,rufpih1,Rufous Piha,Lipaugus unirufus
15932,species,rocpih1,Rose-collared Piha,Lipaugus streptophorus
15933,species,scrpih1,Screaming Piha,Lipaugus vociferans
15934,species,civpih1,Cinnamon-vented Piha,Lipaugus lanioides
15935,species,bagcot1,Black-and-gold Cotinga,Lipaugus ater
15936,species,gywcot1,Gray-winged Cotinga,Lipaugus conditus
15937,species,chcpih1,Chestnut-capped Piha,Lipaugus weberi
15938,species,duspih1,Dusky Piha,Lipaugus fuscocinereus
15939,species,scwpih1,Scimitar-winged Piha,Lipaugus uropygialis
15940,species,thwbel,Three-wattled Bellbird,Procnias tricarunculatus
15941,species,whibel2,White Bellbird,Procnias albus
15944,species,beabel1,Bearded Bellbird,Procnias averano
15947,species,batbel1,Bare-throated Bellbird,Procnias nudicollis
15948,species,putcot1,Purple-throated Cotinga,Porphyrolaema porphyrolaema
15949,species,bltcot1,Black-tipped Cotinga,Carpodectes hopkei
15950,species,yebcot1,Yellow-billed Cotinga,Carpodectes antoniae
15951,species,snocot1,Snowy Cotinga,Carpodectes nitidus
15952,species,pomcot1,Pompadour Cotinga,Xipholena punicea
15953,species,whtcot1,White-tailed Cotinga,Xipholena lamellipennis
15954,species,whwcot1,White-winged Cotinga,Xipholena atropurpurea
15955,species,banfru1,Bare-necked Fruitcrow,Gymnoderus foetidus
15956,species,blfcot1,Black-faced Cotinga,Conioptilon mcilhennyi
15958,species,blttit1,Black-tailed Tityra,Tityra cayana
15959,issf,bkttit4,Black-tailed Tityra (Eastern),Tityra cayana braziliensis
15960,issf,bkttit5,Black-tailed Tityra (Western),Tityra cayana cayana
15961,species,blctit1,Black-crowned Tityra,Tityra inquisitor
15968,species,whttit2,White-tailed Tityra,Tityra leucura
15969,species,mastit1,Masked Tityra,Tityra semifasciata
15979,spuh,tityra1,tityra sp.,Tityra sp.
15980,species,varsch1,Varzea Schiffornis,Schiffornis major
15983,species,thlsch7,Olivaceous Schiffornis,Schiffornis olivacea
15984,species,thlsch2,Northern Schiffornis,Schiffornis veraepacis
15985,issf,norsch1,Northern Schiffornis (Northern),Schiffornis veraepacis [veraepacis Group]
15989,issf,thlsch5,Northern Schiffornis (Ecuadorian),Schiffornis veraepacis rosenbergi
15990,species,thlsch8,Foothill Schiffornis,Schiffornis aenea
15991,species,thlsch4,Russet-winged Schiffornis,Schiffornis stenorhyncha
15994,species,thlsch3,Brown-winged Schiffornis,Schiffornis turdina
15995,issf,thlsch6,Brown-winged Schiffornis (West Amazonian),Schiffornis turdina amazonum
15996,issf,bnwsch2,Brown-winged Schiffornis (East Amazonian),Schiffornis turdina wallacii
15997,issf,bnwsch3,Brown-winged Schiffornis (Peruvian),Schiffornis turdina steinbachi
15998,issf,bnwsch1,Brown-winged Schiffornis (Atlantic),Schiffornis turdina turdina/intermedia
16001,species,gresch2,Greenish Schiffornis,Schiffornis virescens
16002,spuh,thlsch,schiffornis sp.,Schiffornis sp.
16003,species,cinmou1,Cinereous Mourner,Laniocera hypopyrra
16004,species,spemou1,Speckled Mourner,Laniocera rufescens
16008,species,whbpur1,White-browed Purpletuft,Iodopleura isabellae
16011,species,duspur1,Dusky Purpletuft,Iodopleura fusca
16012,species,butpur1,Buff-throated Purpletuft,Iodopleura pipra
16013,issf,butpur2,Buff-throated Purpletuft (Northern),Iodopleura pipra leucopygia
16014,issf,butpur3,Buff-throated Purpletuft (Southern),Iodopleura pipra pipra
16015,species,shlcot2,Andean Laniisoma,Laniisoma buckleyi
16019,species,shlcot3,Brazilian Laniisoma,Laniisoma elegans
16020,species,whnxen1,White-naped Xenopsaris,Xenopsaris albinucha
16023,species,grbbec1,Green-backed Becard,Pachyramphus viridis
16024,issf,gnbbec2,Green-backed Becard (Yellow-cheeked),Pachyramphus viridis xanthogenys/peruanus
16027,issf,gnbbec3,Green-backed Becard (Green-cheeked),Pachyramphus viridis griseigularis
16028,issf,gnbbec1,Green-backed Becard (Green-backed),Pachyramphus viridis viridis
16029,species,barbec1,Barred Becard,Pachyramphus versicolor
16033,species,slabec1,Slaty Becard,Pachyramphus spodiurus
16034,species,cinbec2,Cinereous Becard,Pachyramphus rufus
16037,species,cinbec1,Cinnamon Becard,Pachyramphus cinnamomeus
16042,species,chcbec1,Chestnut-crowned Becard,Pachyramphus castaneus
16048,species,whwbec1,White-winged Becard,Pachyramphus polychopterus
16057,species,bawbec7,Black-and-white Becard,Pachyramphus albogriseus
16060,species,bawbec6,Cryptic Becard,Pachyramphus salvini
16061,slash,bawbec1,Black-and-white/Cryptic Becard,Pachyramphus albogriseus/salvini
16062,species,grcbec1,Gray-collared Becard,Pachyramphus major
16063,issf,gycbec2,Gray-collared Becard (Western),Pachyramphus major uropygialis
16064,issf,gycbec1,Gray-collared Becard (Eastern),Pachyramphus major [major Group]
16069,species,blcbec1,Black-capped Becard,Pachyramphus marginatus
16072,species,glbbec1,Glossy-backed Becard,Pachyramphus surinamus
16073,species,rotbec,Rose-throated Becard,Pachyramphus aglaiae
16082,species,jambec1,Jamaican Becard,Pachyramphus niger
16083,species,oncbec1,One-colored Becard,Pachyramphus homochrous
16087,species,pitbec1,Pink-throated Becard,Pachyramphus minor
16088,species,crebec1,Crested Becard,Pachyramphus validus
16091,spuh,becard1,becard sp.,Pachyramphus sp.
16093,species,sharpb1,Sharpbill,Oxyruncus cristatus
16101,species,royfly1,Tropical Royal Flycatcher,Onychorhynchus coronatus
16102,issf,royfly2,Tropical Royal Flycatcher (Northern),Onychorhynchus coronatus mexicanus/fraterculus
16105,issf,royfly3,Tropical Royal Flycatcher (Pacific),Onychorhynchus coronatus occidentalis
16106,issf,royfly4,Tropical Royal Flycatcher (Amazonian),Onychorhynchus coronatus coronatus/castelnaui
16109,species,royfly5,Atlantic Royal Flycatcher,Onychorhynchus swainsoni
16110,species,rutfly2,Ruddy-tailed Flycatcher,Terenotriccus erythrurus
16119,species,tabfly1,Tawny-breasted Flycatcher,Myiobius villosus
16124,species,surfly1,Sulphur-rumped Flycatcher,Myiobius sulphureipygius
16127,species,whifly1,Whiskered Flycatcher,Myiobius barbatus
16128,issf,surfly4,Whiskered Flycatcher (Whiskered),Myiobius barbatus [barbatus Group]
16133,issf,surfly5,Whiskered Flycatcher (Yellow-rumped),Myiobius barbatus mastacalis
16134,species,bltfly1,Black-tailed Flycatcher,Myiobius atricaudus
16135,issf,bktfly1,Black-tailed Flycatcher (Black-tailed),Myiobius atricaudus [atricaudus Group]
16142,issf,bktfly2,Black-tailed Flycatcher (Buff-rumped),Myiobius atricaudus ridgwayi
16143,slash,y01037,Sulphur-rumped/Black-tailed Flycatcher,Myiobius sulphureipygius/atricaudus
16144,slash,y01038,Whiskered/Black-tailed Flycatcher,Myiobius barbatus/atricaudus
16145,spuh,myiobi1,Myiobius sp.,Myiobius sp.
16147,species,wibpip1,Wing-barred Piprites,Piprites chloris
16155,species,grhpip1,Gray-headed Piprites,Piprites griseiceps
16156,species,bkcpip1,Black-capped Piprites,Piprites pileata
16157,species,cinmat1,Cinnamon Manakin-Tyrant,Neopipo cinnamomea
16160,species,kincal1,Kinglet Calyptura,Calyptura cristata
16161,species,cicspa1,Cinnamon-crested Spadebill,Platyrinchus saturatus
16164,species,sttspa1,Stub-tailed Spadebill,Platyrinchus cancrominus
16165,species,whtspa1,White-throated Spadebill,Platyrinchus mystaceus
16166,issf,whtspa2,White-throated Spadebill (Western),Platyrinchus mystaceus [albogularis Group]
16172,issf,whtspa3,White-throated Spadebill (Eastern),Platyrinchus mystaceus [mystaceus Group]
16182,species,gocspa1,Golden-crowned Spadebill,Platyrinchus coronatus
16186,species,yetspa1,Yellow-throated Spadebill,Platyrinchus flavigularis
16189,species,whcspa1,White-crested Spadebill,Platyrinchus platyrhynchos
16194,species,ruwspa1,Russet-winged Spadebill,Platyrinchus leucoryphus
16195,spuh,spadeb1,spadebill sp.,Platyrinchus sp.
16196,species,mcrtyr1,Many-colored Rush Tyrant,Tachuris rubrigastra
16201,species,stnfly1,Streak-necked Flycatcher,Mionectes striaticollis
16206,species,olsfly2,Olive-streaked Flycatcher,Mionectes olivaceus
16207,species,olsfly1,Olive-striped Flycatcher,Mionectes galbinus
16212,slash,y00796,Streak-necked/Olive-striped Flycatcher,Mionectes striaticollis/galbinus
16213,slash,y01249,Olive-streaked/Olive-striped Flycatcher,Mionectes olivaceus/galbinus
16214,species,ocbfly1,Ochre-bellied Flycatcher,Mionectes oleagineus
16215,issf,ocbfly3,Ochre-bellied Flycatcher (assimilis),Mionectes oleagineus assimilis
16216,issf,ocbfly4,Ochre-bellied Flycatcher (parcus),Mionectes oleagineus parcus
16217,issf,ocbfly5,Ochre-bellied Flycatcher (pacificus),Mionectes oleagineus pacificus
16218,issf,ocbfly10,Ochre-bellied Flycatcher (oleagineus Group),Mionectes oleagineus [oleagineus Group]
16223,species,mccfly1,McConnell's Flycatcher,Mionectes macconnelli
16224,issf,mccfly2,McConnell's Flycatcher (Guianan),Mionectes macconnelli macconnelli
16225,issf,mccfly4,McConnell's Flycatcher (Inambari),Mionectes macconnelli amazonus/peruanus
16228,slash,y00797,Ochre-bellied/McConnell's Flycatcher,Mionectes oleagineus/macconnelli
16229,species,mccfly3,Sierra de Lema Flycatcher,Mionectes roraimae
16230,slash,y00406,McConnell's/Sierra de Lema Flycatcher,Mionectes macconnelli/roraimae
16231,species,gyhfly1,Gray-hooded Flycatcher,Mionectes rufiventris
16232,spuh,mionec1,Mionectes sp.,Mionectes sp.
16233,species,secfly1,Sepia-capped Flycatcher,Leptopogon amaurocephalus
16240,species,slcfly1,Slaty-capped Flycatcher,Leptopogon superciliaris
16241,issf,slcfly4,Slaty-capped Flycatcher (transandinus),Leptopogon superciliaris transandinus
16242,issf,slcfly2,Slaty-capped Flycatcher (superciliaris),Leptopogon superciliaris superciliaris
16243,issf,slcfly3,Slaty-capped Flycatcher (albidiventer),Leptopogon superciliaris albidiventer
16244,species,rubfly2,Rufous-breasted Flycatcher,Leptopogon rufipectus
16245,species,incfly1,Inca Flycatcher,Leptopogon taczanowskii
16246,species,sdmtyr2,Serra do Mar Bristle-Tyrant,Pogonotriccus difficilis
16247,species,sobtyr2,Southern Bristle-Tyrant,Pogonotriccus eximius
16248,species,mfbtyr1,Marble-faced Bristle-Tyrant,Pogonotriccus ophthalmicus
16252,species,anbtyr1,Antioquia Bristle-Tyrant,Pogonotriccus lanyoni
16253,species,saptyr1,Sao Paulo Bristle-Tyrant,Pogonotriccus paulista
16254,species,vabtyr1,Variegated Bristle-Tyrant,Pogonotriccus poecilotis
16255,species,vebtyr2,Venezuelan Bristle-Tyrant,Pogonotriccus venezuelanus
16256,species,spbtyr1,Spectacled Bristle-Tyrant,Pogonotriccus orbitalis
16257,species,chabrt1,Chapman's Bristle-Tyrant,Pogonotriccus chapmani
16260,species,oustyr1,Oustalet's Tyrannulet,Phylloscartes oustaleti
16261,species,yegtyr1,Yellow-green Tyrannulet,Phylloscartes flavovirens
16262,species,olgtyr1,Olive-green Tyrannulet,Phylloscartes virescens
16263,species,moctyr2,Mottle-cheeked Tyrannulet,Phylloscartes ventralis
